created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2025-02-24T21:29:33+00:00,1,84,132,,,,,
2025-02-24T21:29:48+00:00,2,81,132,,,,,
2025-02-24T21:30:04+00:00,3,81,132,,,,,
2025-02-24T21:30:19+00:00,4,82,131,,,,,
2025-02-24T21:30:36+00:00,5,80,132,,,,,
2025-02-24T21:30:51+00:00,6,82,133,,,,,
2025-02-24T21:31:07+00:00,7,78,133,,,,,
2025-02-24T21:31:23+00:00,8,78,134,,,,,
2025-02-24T21:31:39+00:00,9,78,134,,,,,
2025-02-24T21:31:55+00:00,10,81,134,,,,,
2025-02-24T21:32:10+00:00,11,86,131,,,,,
2025-02-24T21:32:26+00:00,12,90,131,,,,,
2025-02-24T21:32:42+00:00,13,90,131,,,,,
2025-02-24T21:32:58+00:00,14,91,132,,,,,
2025-02-24T21:33:14+00:00,15,90,132,,,,,
2025-02-24T21:33:29+00:00,16,90,132,,,,,
2025-02-24T21:33:46+00:00,17,90,131,,,,,
2025-02-24T21:34:01+00:00,18,91,132,,,,,
2025-02-24T21:34:17+00:00,19,91,145,,,,,
2025-02-24T21:34:32+00:00,20,90,141,,,,,
2025-02-24T21:34:49+00:00,21,90,141,,,,,
2025-02-24T21:35:05+00:00,22,90,141,,,,,
2025-02-24T21:35:20+00:00,23,90,142,,,,,
2025-02-24T21:35:36+00:00,24,90,142,,,,,
2025-02-24T21:35:52+00:00,25,90,142,,,,,
2025-02-24T21:36:08+00:00,26,90,142,,,,,
2025-02-24T21:36:24+00:00,27,90,142,,,,,
2025-02-24T21:36:40+00:00,28,90,142,,,,,
2025-02-24T21:36:56+00:00,29,90,142,,,,,
2025-02-24T21:37:12+00:00,30,90,142,,,,,
2025-02-24T21:37:27+00:00,31,90,142,,,,,
2025-02-24T21:37:43+00:00,32,90,142,,,,,
2025-02-24T21:37:59+00:00,33,90,141,,,,,
2025-02-24T21:38:15+00:00,34,90,142,,,,,
2025-02-24T21:38:31+00:00,35,90,141,,,,,
2025-02-24T21:38:47+00:00,36,90,141,,,,,
2025-02-24T21:39:03+00:00,37,90,141,,,,,
2025-02-24T21:39:19+00:00,38,90,141,,,,,
2025-02-24T21:39:34+00:00,39,90,141,,,,,
2025-02-24T21:39:50+00:00,40,90,141,,,,,
2025-02-24T21:40:06+00:00,41,90,141,,,,,
2025-02-24T21:40:22+00:00,42,90,141,,,,,
2025-02-24T21:40:38+00:00,43,90,141,,,,,
2025-02-24T21:40:53+00:00,44,90,141,,,,,
2025-02-24T21:41:10+00:00,45,90,141,,,,,
2025-02-24T21:41:25+00:00,46,90,140,,,,,
2025-02-24T21:41:41+00:00,47,90,141,,,,,
2025-02-24T21:41:56+00:00,48,90,141,,,,,
2025-02-24T21:42:13+00:00,49,90,141,,,,,
2025-02-24T21:42:29+00:00,50,90,141,,,,,
2025-02-24T21:42:44+00:00,51,90,140,,,,,
2025-02-24T21:43:00+00:00,52,90,140,,,,,
2025-02-24T21:43:16+00:00,53,90,140,,,,,
2025-02-24T21:43:32+00:00,54,90,140,,,,,
2025-02-24T21:43:47+00:00,55,90,140,,,,,
2025-02-24T21:44:03+00:00,56,90,140,,,,,
2025-02-24T21:44:20+00:00,57,90,140,,,,,
2025-02-24T21:44:35+00:00,58,90,140,,,,,
2025-02-24T21:44:51+00:00,59,90,140,,,,,
2025-02-24T21:45:06+00:00,60,90,140,,,,,
2025-02-24T21:45:23+00:00,61,90,140,,,,,
2025-02-24T21:45:39+00:00,62,90,140,,,,,
2025-02-24T21:45:54+00:00,63,90,140,,,,,
2025-02-24T21:46:10+00:00,64,90,140,,,,,
2025-02-24T21:46:26+00:00,65,90,140,,,,,
2025-02-24T21:46:42+00:00,66,90,140,,,,,
2025-02-24T21:46:57+00:00,67,90,140,,,,,
2025-02-24T21:47:13+00:00,68,90,140,,,,,
2025-02-24T21:47:30+00:00,69,90,140,,,,,
2025-02-24T21:47:45+00:00,70,90,140,,,,,
2025-02-24T21:48:01+00:00,71,90,140,,,,,
2025-02-24T21:48:16+00:00,72,90,140,,,,,
2025-02-24T21:48:33+00:00,73,90,140,,,,,
2025-02-24T21:48:48+00:00,74,90,140,,,,,
2025-02-24T21:49:04+00:00,75,90,140,,,,,
2025-02-24T21:49:20+00:00,76,90,140,,,,,
2025-02-24T21:49:36+00:00,77,90,140,,,,,
2025-02-24T21:49:52+00:00,78,90,140,,,,,
2025-02-24T21:50:07+00:00,79,90,140,,,,,
2025-02-24T21:50:23+00:00,80,90,140,,,,,
2025-02-24T21:50:39+00:00,81,90,140,,,,,
2025-02-24T21:50:55+00:00,82,90,140,,,,,
2025-02-24T21:51:11+00:00,83,90,140,,,,,
2025-02-24T21:51:26+00:00,84,90,140,,,,,
2025-02-24T21:51:43+00:00,85,90,140,,,,,
2025-02-24T21:51:58+00:00,86,90,140,,,,,
2025-02-24T21:52:14+00:00,87,90,140,,,,,
2025-02-24T21:52:29+00:00,88,90,140,,,,,
2025-02-24T21:52:46+00:00,89,90,140,,,,,
2025-02-24T21:53:02+00:00,90,90,140,,,,,
2025-02-24T21:53:17+00:00,91,90,140,,,,,
2025-02-24T21:53:33+00:00,92,90,140,,,,,
2025-02-24T21:53:49+00:00,93,90,140,,,,,
2025-02-24T21:54:05+00:00,94,88,136,,,,,
2025-02-24T21:54:20+00:00,95,91,140,,,,,
2025-02-24T21:54:36+00:00,96,91,140,,,,,
2025-02-24T21:54:53+00:00,97,90,143,,,,,
2025-02-24T21:55:08+00:00,98,92,143,,,,,
2025-02-24T21:55:24+00:00,99,92,143,,,,,
2025-02-24T21:55:39+00:00,100,92,143,,,,,
2025-02-24T21:55:56+00:00,101,92,143,,,,,
2025-02-24T21:56:11+00:00,102,92,143,,,,,
2025-02-24T21:56:27+00:00,103,92,143,,,,,
2025-02-24T21:56:42+00:00,104,92,143,,,,,
2025-02-24T21:56:59+00:00,105,92,143,,,,,
2025-02-24T21:57:15+00:00,106,92,143,,,,,
2025-02-24T21:57:30+00:00,107,92,143,,,,,
2025-02-24T21:57:46+00:00,108,92,143,,,,,
2025-02-24T21:58:02+00:00,109,92,143,,,,,
2025-02-24T21:58:18+00:00,110,92,143,,,,,
2025-02-24T21:58:33+00:00,111,92,143,,,,,
2025-02-24T21:58:49+00:00,112,92,143,,,,,
2025-02-24T21:59:06+00:00,113,92,143,,,,,
2025-02-24T21:59:21+00:00,114,92,142,,,,,
2025-02-24T21:59:37+00:00,115,92,142,,,,,
2025-02-24T21:59:52+00:00,116,92,143,,,,,
2025-02-24T22:00:09+00:00,117,92,143,,,,,
2025-02-24T22:00:25+00:00,118,92,143,,,,,
2025-02-24T22:00:40+00:00,119,92,143,,,,,
2025-02-24T22:00:56+00:00,120,92,143,,,,,
2025-02-24T22:01:13+00:00,121,92,143,,,,,
2025-02-24T22:01:28+00:00,122,92,143,,,,,
2025-02-24T22:01:44+00:00,123,93,143,,,,,
2025-02-24T22:01:59+00:00,124,92,142,,,,,
2025-02-24T22:02:16+00:00,125,93,143,,,,,
2025-02-24T22:02:31+00:00,126,93,143,,,,,
2025-02-24T22:02:47+00:00,127,93,143,,,,,
2025-02-24T22:03:03+00:00,128,93,142,,,,,
2025-02-24T22:03:19+00:00,129,92,142,,,,,
2025-02-24T22:03:35+00:00,130,93,143,,,,,
2025-02-24T22:03:50+00:00,131,90,143,,,,,
2025-02-24T22:04:06+00:00,132,90,142,,,,,
2025-02-24T22:04:22+00:00,133,91,143,,,,,
2025-02-24T22:04:38+00:00,134,90,143,,,,,
2025-02-24T22:04:54+00:00,135,90,143,,,,,
2025-02-24T22:05:09+00:00,136,90,143,,,,,
2025-02-24T22:05:26+00:00,137,90,143,,,,,
2025-02-24T22:05:41+00:00,138,90,143,,,,,
2025-02-24T22:05:57+00:00,139,90,143,,,,,
2025-02-24T22:06:13+00:00,140,90,143,,,,,
2025-02-24T22:06:29+00:00,141,90,143,,,,,
2025-02-24T22:06:45+00:00,142,90,143,,,,,
2025-02-24T22:07:01+00:00,143,89,143,,,,,
2025-02-24T22:07:16+00:00,144,89,143,,,,,
2025-02-24T22:07:33+00:00,145,89,144,,,,,
2025-02-24T22:07:48+00:00,146,89,143,,,,,
2025-02-24T22:08:04+00:00,147,89,143,,,,,
2025-02-24T22:08:20+00:00,148,89,144,,,,,
2025-02-24T22:08:36+00:00,149,89,143,,,,,
2025-02-24T22:08:52+00:00,150,89,143,,,,,
2025-02-24T22:09:07+00:00,151,89,143,,,,,
2025-02-24T22:09:23+00:00,152,89,143,,,,,
2025-02-24T22:09:40+00:00,153,89,143,,,,,
2025-02-24T22:09:55+00:00,154,89,143,,,,,
2025-02-24T22:10:11+00:00,155,89,144,,,,,
2025-02-24T22:10:26+00:00,156,89,143,,,,,
2025-02-24T22:10:43+00:00,157,89,143,,,,,
2025-02-24T22:10:58+00:00,158,89,144,,,,,
2025-02-24T22:11:14+00:00,159,89,144,,,,,
2025-02-24T22:11:29+00:00,160,87,143,,,,,
2025-02-24T22:11:46+00:00,161,87,144,,,,,
2025-02-24T22:12:02+00:00,162,87,144,,,,,
2025-02-25T20:23:12+00:00,163,0,0,,,,,
2025-02-25T20:23:27+00:00,164,49,28,,,,,
2025-02-25T20:23:43+00:00,165,0,0,,,,,
2025-02-25T20:23:58+00:00,166,17,0,,,,,
2025-02-25T20:24:32+00:00,167,39,20,,,,,
2025-02-25T20:24:48+00:00,168,28,2,,,,,
2025-02-25T20:25:03+00:00,169,0,0,,,,,
2025-02-25T20:25:37+00:00,170,6,0,,,,,
2025-02-25T20:25:52+00:00,171,2,0,,,,,
2025-02-25T20:26:08+00:00,172,32,14,,,,,
2025-02-25T20:26:42+00:00,173,0,0,,,,,
2025-02-25T20:26:57+00:00,174,7,0,,,,,
2025-02-25T20:27:13+00:00,175,44,19,,,,,
2025-02-25T20:27:28+00:00,176,0,0,,,,,
2025-02-25T20:28:02+00:00,177,2,0,,,,,
2025-02-25T20:28:17+00:00,178,5,0,,,,,
2025-02-25T20:28:33+00:00,179,1,0,,,,,
2025-02-25T20:28:49+00:00,180,0,0,,,,,
2025-02-25T20:29:22+00:00,181,15,0,,,,,
2025-02-25T20:29:38+00:00,182,40,17,,,,,
2025-02-25T20:29:54+00:00,183,0,0,,,,,
2025-02-25T20:30:09+00:00,184,1,0,,,,,
2025-02-25T20:30:43+00:00,185,28,3,,,,,
2025-02-25T20:30:58+00:00,186,0,0,,,,,
2025-02-25T20:31:14+00:00,187,0,0,,,,,
2025-02-25T20:31:29+00:00,188,14,1,,,,,
2025-02-25T20:32:03+00:00,189,34,15,,,,,
2025-02-25T20:32:19+00:00,190,40,18,,,,,
2025-02-25T20:32:34+00:00,191,4,0,,,,,
2025-02-25T20:32:50+00:00,192,0,0,,,,,
2025-02-25T20:33:23+00:00,193,8,0,,,,,
2025-02-25T20:33:39+00:00,194,13,0,,,,,
2025-02-25T20:33:55+00:00,195,12,0,,,,,
2025-02-25T20:34:10+00:00,196,23,7,,,,,
2025-02-25T20:34:44+00:00,197,0,0,,,,,
2025-02-25T20:34:59+00:00,198,0,0,,,,,
2025-02-25T20:35:15+00:00,199,0,0,,,,,
2025-02-25T20:35:30+00:00,200,15,1,,,,,
2025-02-25T20:36:04+00:00,201,26,1,,,,,
2025-02-25T20:36:20+00:00,202,0,0,,,,,
2025-02-25T20:36:35+00:00,203,39,17,,,,,
2025-02-25T20:36:51+00:00,204,0,0,,,,,
2025-02-25T20:37:24+00:00,205,8,0,,,,,
2025-02-25T20:37:40+00:00,206,0,0,,,,,
2025-02-25T20:37:55+00:00,207,0,0,,,,,
2025-02-25T20:38:11+00:00,208,0,0,,,,,
2025-02-25T20:38:46+00:00,209,0,0,,,,,
2025-02-25T20:39:01+00:00,210,4,0,,,,,
2025-02-25T20:39:17+00:00,211,21,0,,,,,
2025-02-25T20:39:32+00:00,212,0,0,,,,,
2025-02-25T20:40:06+00:00,213,0,0,,,,,
2025-02-25T20:40:22+00:00,214,4,0,,,,,
2025-02-25T20:40:37+00:00,215,4,0,,,,,
2025-02-25T20:40:53+00:00,216,27,3,,,,,
2025-02-25T20:41:26+00:00,217,0,0,,,,,
2025-02-25T20:41:42+00:00,218,0,0,,,,,
2025-02-25T20:41:57+00:00,219,38,15,,,,,
2025-02-25T20:42:13+00:00,220,0,0,,,,,
2025-02-25T20:42:47+00:00,221,7,0,,,,,
2025-02-25T20:43:02+00:00,222,0,0,,,,,
2025-02-25T20:43:18+00:00,223,37,16,,,,,
2025-02-25T20:43:51+00:00,224,34,13,,,,,
2025-02-25T20:44:07+00:00,225,0,0,,,,,
2025-02-25T20:44:23+00:00,226,0,0,,,,,
2025-02-25T20:44:56+00:00,227,31,6,,,,,
2025-02-25T20:45:12+00:00,228,38,14,,,,,
2025-02-25T20:45:27+00:00,229,0,0,,,,,
2025-02-25T20:46:01+00:00,230,38,15,,,,,
2025-02-25T20:46:17+00:00,231,0,0,,,,,
2025-02-25T20:46:32+00:00,232,0,0,,,,,
2025-02-25T20:46:48+00:00,233,17,3,,,,,
2025-02-25T20:47:21+00:00,234,0,0,,,,,
2025-02-25T20:47:37+00:00,235,13,0,,,,,
2025-02-25T20:47:53+00:00,236,10,0,,,,,
2025-02-25T20:48:08+00:00,237,2,0,,,,,
2025-02-25T20:48:42+00:00,238,0,0,,,,,
2025-02-25T20:48:57+00:00,239,0,0,,,,,
2025-02-25T20:49:13+00:00,240,0,0,,,,,
2025-02-25T20:49:29+00:00,241,6,0,,,,,
2025-02-25T20:50:02+00:00,242,14,0,,,,,
2025-02-25T20:50:18+00:00,243,37,16,,,,,
2025-02-25T20:50:33+00:00,244,0,0,,,,,
2025-02-25T20:50:49+00:00,245,4,0,,,,,
2025-02-25T20:51:23+00:00,246,0,0,,,,,
2025-02-25T20:51:38+00:00,247,8,0,,,,,
2025-02-25T20:51:54+00:00,248,16,0,,,,,
2025-02-25T20:52:10+00:00,249,2,0,,,,,
2025-02-25T20:52:43+00:00,250,4,0,,,,,
2025-02-25T20:52:59+00:00,251,15,0,,,,,
2025-02-25T20:53:14+00:00,252,0,0,,,,,
2025-02-25T20:53:30+00:00,253,0,0,,,,,
2025-02-25T20:54:03+00:00,254,0,0,,,,,
2025-02-25T20:54:19+00:00,255,0,0,,,,,
2025-02-25T20:54:35+00:00,256,0,0,,,,,
2025-02-25T20:54:50+00:00,257,0,0,,,,,
2025-02-25T20:55:24+00:00,258,31,12,,,,,
2025-02-25T20:55:39+00:00,259,35,13,,,,,
2025-02-25T20:55:55+00:00,260,0,0,,,,,
2025-02-25T20:56:10+00:00,261,1,0,,,,,
2025-02-25T20:56:44+00:00,262,0,0,,,,,
2025-02-25T20:57:00+00:00,263,29,4,,,,,
2025-02-25T20:57:15+00:00,264,0,0,,,,,
2025-02-25T20:57:31+00:00,265,0,0,,,,,
2025-02-25T20:58:04+00:00,266,4,0,,,,,
2025-02-25T20:58:20+00:00,267,10,0,,,,,
2025-02-25T20:58:35+00:00,268,35,14,,,,,
2025-02-25T20:58:51+00:00,269,4,0,,,,,
2025-02-25T20:59:25+00:00,270,37,13,,,,,
2025-02-25T20:59:40+00:00,271,38,14,,,,,
2025-02-25T20:59:56+00:00,272,11,0,,,,,
2025-02-25T21:00:11+00:00,273,22,0,,,,,
2025-02-25T21:00:45+00:00,274,35,14,,,,,
2025-02-25T21:01:01+00:00,275,13,0,,,,,
2025-02-25T21:01:16+00:00,276,34,13,,,,,
2025-02-25T21:01:32+00:00,277,0,0,,,,,
2025-02-25T21:02:05+00:00,278,3,0,,,,,
2025-02-25T21:02:21+00:00,279,22,6,,,,,
2025-02-25T21:02:36+00:00,280,0,0,,,,,
2025-02-25T21:03:10+00:00,281,0,0,,,,,
2025-02-25T21:03:26+00:00,282,0,0,,,,,
2025-02-25T21:03:41+00:00,283,3,0,,,,,
2025-02-25T21:04:15+00:00,284,0,0,,,,,
2025-02-25T21:04:30+00:00,285,0,0,,,,,
2025-02-25T21:04:46+00:00,286,9,0,,,,,
2025-02-25T21:05:01+00:00,287,19,0,,,,,
2025-02-25T21:05:35+00:00,288,35,11,,,,,
2025-02-25T21:05:50+00:00,289,0,0,,,,,
2025-02-25T21:06:06+00:00,290,4,0,,,,,
2025-02-25T21:06:21+00:00,291,27,2,,,,,
2025-02-25T21:06:55+00:00,292,0,0,,,,,
2025-02-25T21:07:11+00:00,293,0,0,,,,,
2025-02-25T21:07:26+00:00,294,0,0,,,,,
2025-02-25T21:07:42+00:00,295,22,6,,,,,
2025-02-25T21:08:15+00:00,296,14,0,,,,,
2025-02-25T21:08:31+00:00,297,35,11,,,,,
2025-02-25T21:08:47+00:00,298,15,0,,,,,
2025-02-25T21:09:02+00:00,299,0,0,,,,,
2025-02-25T21:09:37+00:00,300,26,1,,,,,
2025-02-25T21:09:53+00:00,301,30,11,,,,,
2025-02-25T21:10:08+00:00,302,7,0,,,,,
2025-02-25T21:10:24+00:00,303,36,12,,,,,
2025-02-25T21:10:58+00:00,304,0,0,,,,,
2025-02-25T21:11:13+00:00,305,35,11,,,,,
2025-02-25T21:11:29+00:00,306,27,9,,,,,
2025-02-25T21:11:44+00:00,307,10,0,,,,,
2025-02-25T21:12:18+00:00,308,24,7,,,,,
2025-02-25T21:12:34+00:00,309,6,0,,,,,
2025-02-25T21:12:50+00:00,310,10,0,,,,,
2025-02-25T21:13:05+00:00,311,27,2,,,,,
2025-02-25T21:13:39+00:00,312,8,0,,,,,
2025-02-25T21:13:55+00:00,313,0,0,,,,,
2025-02-25T21:14:11+00:00,314,34,11,,,,,
2025-02-25T21:14:26+00:00,315,18,0,,,,,
2025-02-25T21:15:00+00:00,316,1,0,,,,,
2025-02-25T21:15:15+00:00,317,5,0,,,,,
2025-02-25T21:15:31+00:00,318,34,10,,,,,
2025-02-25T21:15:47+00:00,319,15,1,,,,,
2025-02-25T21:16:20+00:00,320,2,0,,,,,
2025-02-25T21:16:36+00:00,321,0,0,,,,,
2025-02-25T21:16:51+00:00,322,7,0,,,,,
2025-02-25T21:17:07+00:00,323,0,0,,,,,
2025-02-25T21:17:40+00:00,324,34,11,,,,,
2025-02-25T21:17:56+00:00,325,0,0,,,,,
2025-02-25T21:18:12+00:00,326,0,0,,,,,
2025-02-25T21:18:28+00:00,327,0,0,,,,,
2025-02-25T21:19:02+00:00,328,24,0,,,,,
2025-02-25T21:19:17+00:00,329,26,8,,,,,
2025-02-25T21:19:33+00:00,330,6,0,,,,,
2025-02-25T21:19:49+00:00,331,6,0,,,,,
2025-02-25T21:20:22+00:00,332,18,3,,,,,
2025-02-25T21:20:38+00:00,333,13,0,,,,,
2025-02-25T21:20:53+00:00,334,0,0,,,,,
2025-02-25T21:21:09+00:00,335,0,0,,,,,
2025-02-25T21:21:43+00:00,336,0,0,,,,,
2025-02-25T21:21:58+00:00,337,8,0,,,,,
2025-02-25T21:22:14+00:00,338,0,0,,,,,
2025-02-25T21:22:47+00:00,339,5,0,,,,,
2025-02-25T21:23:03+00:00,340,3,0,,,,,
2025-02-25T21:23:19+00:00,341,5,0,,,,,
2025-02-25T21:23:34+00:00,342,37,13,,,,,
2025-02-25T21:24:08+00:00,343,0,0,,,,,
2025-02-25T21:24:23+00:00,344,5,0,,,,,
2025-02-25T21:24:39+00:00,345,26,8,,,,,
2025-02-25T21:24:54+00:00,346,0,0,,,,,
2025-02-25T21:25:28+00:00,347,29,10,,,,,
2025-02-25T21:25:44+00:00,348,37,13,,,,,
2025-02-25T21:25:59+00:00,349,9,0,,,,,
2025-02-25T21:26:15+00:00,350,13,0,,,,,
2025-02-25T21:26:49+00:00,351,0,0,,,,,
2025-02-25T21:27:04+00:00,352,6,0,,,,,
2025-02-25T21:27:20+00:00,353,0,0,,,,,
2025-02-25T21:27:35+00:00,354,33,12,,,,,
2025-02-25T21:28:09+00:00,355,26,0,,,,,
2025-02-25T21:28:25+00:00,356,5,0,,,,,
2025-02-25T21:28:40+00:00,357,6,0,,,,,
2025-02-25T21:28:56+00:00,358,0,0,,,,,
2025-02-25T21:29:30+00:00,359,5,0,,,,,
2025-02-25T21:29:46+00:00,360,0,0,,,,,
2025-02-25T21:30:02+00:00,361,26,8,,,,,
2025-02-25T21:30:18+00:00,362,0,0,,,,,
2025-02-25T21:30:52+00:00,363,8,0,,,,,
2025-02-25T21:31:07+00:00,364,12,0,,,,,
2025-02-25T21:31:23+00:00,365,35,14,,,,,
2025-02-25T21:31:38+00:00,366,5,0,,,,,
2025-02-25T21:32:12+00:00,367,0,0,,,,,
2025-02-25T21:32:28+00:00,368,34,8,,,,,
2025-02-25T21:32:43+00:00,369,33,12,,,,,
2025-02-25T21:32:59+00:00,370,35,14,,,,,
2025-02-25T21:33:32+00:00,371,0,0,,,,,
2025-02-25T21:33:48+00:00,372,18,0,,,,,
2025-02-25T21:34:05+00:00,373,1,0,,,,,
2025-02-25T21:34:20+00:00,374,0,0,,,,,
2025-02-25T21:34:54+00:00,375,0,0,,,,,
2025-02-25T21:35:09+00:00,376,10,0,,,,,
2025-02-25T21:35:25+00:00,377,29,2,,,,,
2025-02-25T21:35:40+00:00,378,6,0,,,,,
2025-02-25T21:36:14+00:00,379,31,4,,,,,
2025-02-25T21:36:30+00:00,380,0,0,,,,,
2025-02-25T21:36:45+00:00,381,36,9,,,,,
2025-02-25T21:37:01+00:00,382,34,13,,,,,
2025-02-25T21:37:34+00:00,383,31,3,,,,,
2025-02-25T21:37:50+00:00,384,0,0,,,,,
2025-02-25T21:38:05+00:00,385,36,9,,,,,
2025-02-25T21:38:21+00:00,386,0,0,,,,,
2025-02-25T21:38:55+00:00,387,0,0,,,,,
2025-02-25T21:39:10+00:00,388,8,0,,,,,
2025-02-25T21:39:26+00:00,389,0,0,,,,,
2025-02-25T21:39:59+00:00,390,0,0,,,,,
2025-02-25T21:40:15+00:00,391,1,0,,,,,
2025-02-25T21:40:30+00:00,392,0,0,,,,,
2025-02-25T21:41:04+00:00,393,30,2,,,,,
2025-02-25T21:41:20+00:00,394,0,0,,,,,
2025-02-25T21:41:35+00:00,395,6,0,,,,,
2025-02-25T21:41:51+00:00,396,24,0,,,,,
2025-02-25T21:42:24+00:00,397,20,0,,,,,
2025-02-25T21:42:40+00:00,398,3,0,,,,,
2025-02-25T21:42:56+00:00,399,2,0,,,,,
2025-02-25T21:43:11+00:00,400,0,0,,,,,
2025-02-25T21:43:45+00:00,401,1,0,,,,,
2025-02-25T21:44:00+00:00,402,0,0,,,,,
2025-02-25T21:44:16+00:00,403,38,14,,,,,
2025-02-25T21:44:31+00:00,404,0,0,,,,,
2025-02-25T21:45:05+00:00,405,5,0,,,,,
2025-02-25T21:45:21+00:00,406,0,0,,,,,
2025-02-25T21:45:37+00:00,407,32,4,,,,,
2025-02-25T21:45:53+00:00,408,16,2,,,,,
2025-02-25T21:46:26+00:00,409,3,0,,,,,
2025-02-25T21:46:42+00:00,410,36,9,,,,,
2025-02-25T21:46:57+00:00,411,0,0,,,,,
2025-02-25T21:47:14+00:00,412,4,0,,,,,
2025-02-25T21:47:47+00:00,413,22,0,,,,,
2025-02-25T21:48:03+00:00,414,0,0,,,,,
2025-02-25T21:48:21+00:00,415,7,0,,,,,
2025-02-25T21:48:37+00:00,416,5,0,,,,,
2025-02-25T21:49:11+00:00,417,0,0,,,,,
2025-02-25T21:49:27+00:00,418,2,0,,,,,
2025-02-25T21:49:42+00:00,419,18,0,,,,,
2025-02-25T21:49:58+00:00,420,0,0,,,,,
2025-02-25T21:50:32+00:00,421,33,11,,,,,
2025-02-25T21:50:47+00:00,422,14,0,,,,,
2025-02-25T21:51:03+00:00,423,19,4,,,,,
2025-02-25T21:51:19+00:00,424,22,6,,,,,
2025-02-25T21:51:53+00:00,425,34,8,,,,,
2025-02-25T21:52:08+00:00,426,0,0,,,,,
2025-02-25T21:52:24+00:00,427,4,0,,,,,
2025-02-25T21:52:39+00:00,428,20,0,,,,,
2025-02-25T21:53:13+00:00,429,4,0,,,,,
2025-02-25T21:53:28+00:00,430,11,0,,,,,
2025-02-25T21:53:44+00:00,431,22,6,,,,,
2025-02-25T21:54:00+00:00,432,0,0,,,,,
2025-02-25T21:54:33+00:00,433,24,7,,,,,
2025-02-25T21:54:49+00:00,434,24,0,,,,,
2025-02-25T21:55:05+00:00,435,1,0,,,,,
2025-02-25T21:55:20+00:00,436,28,2,,,,,
2025-02-25T21:55:54+00:00,437,0,0,,,,,
2025-02-25T21:56:10+00:00,438,0,0,,,,,
2025-02-25T21:56:25+00:00,439,0,0,,,,,
2025-02-25T21:56:41+00:00,440,6,0,,,,,
2025-02-25T21:57:14+00:00,441,34,11,,,,,
2025-02-25T21:57:30+00:00,442,0,0,,,,,
2025-02-25T21:57:45+00:00,443,7,0,,,,,
2025-02-25T21:58:01+00:00,444,0,0,,,,,
2025-02-25T21:58:34+00:00,445,22,0,,,,,
2025-02-25T21:58:50+00:00,446,1,0,,,,,
2025-02-25T21:59:05+00:00,447,3,0,,,,,
2025-02-25T21:59:39+00:00,448,2,0,,,,,
2025-02-25T21:59:55+00:00,449,2,0,,,,,
2025-02-25T22:00:10+00:00,450,2,0,,,,,
2025-02-25T22:00:26+00:00,451,2,0,,,,,
2025-02-25T22:00:59+00:00,452,2,0,,,,,
2025-02-25T22:01:15+00:00,453,2,0,,,,,
2025-02-25T22:01:30+00:00,454,2,0,,,,,
2025-02-25T22:01:46+00:00,455,70,40,,,,,
2025-02-25T22:02:20+00:00,456,0,0,,,,,
2025-02-25T22:02:35+00:00,457,2,0,,,,,
2025-02-25T22:02:51+00:00,458,89,53,,,,,
2025-02-25T22:03:07+00:00,459,81,52,,,,,
2025-02-25T22:03:40+00:00,460,4,0,,,,,
2025-02-25T22:03:56+00:00,461,3,0,,,,,
2025-02-25T22:04:11+00:00,462,80,39,,,,,
2025-02-25T22:04:27+00:00,463,0,0,,,,,
2025-02-25T22:05:00+00:00,464,4,0,,,,,
2025-03-02T12:41:22+00:00,465,1.56,1.56,1,,,,
2025-03-02T12:42:21+00:00,466,1.60,1.60,1,,,,
